label,text_,char_count
0,overall good book. loved the twist and turns. interesting rake on relationships. i'm glad it turned out the way it did.,119
1,"the chibi figures from the original star wars jedi trilogy are included in this set, which is awesome.

the original star wars jedi trilogy also includes the tie fighters, and this set includes the han solo solo in this set. the one i ordered was a bit smaller than the one i received. i was hoping to get it in the same size as the tie fighters, but i was wrong. the tie fighters are big enough to fit in a backpack, so if you want to carry them around, the han solo will fit in a backpack.

the han solo figures are great and the tie fighters are well-made. they are also very well-made. i like that the han solo figure has a lot of accessories, like a lightsaber, a lightsaber mount, a lightsaber holster, a lightsaber holster",729
1,"great boot, beautiful ties and looks great.  great quality for the price!  i am 5'6",83
0,i felt this was a well written story with good grammar and structure. riley started out as a typical woman who worried too much about what others would think. as the story progresses you see her coming into her own. jensen was as a typical bad boy in the military. for a short story the author did great giving both characters a nice back story.,345
0,"they'd be great for weather in the 25-60 degree range. they're too hot to use in warmer weather and once they're wet, they stay wet much longer than my other, comparable socks. this makes sense given they're thicker and would be better suited to colder weather anyway. they're also overpriced for what they are.",311
0,this is the most comfortable bra i have ever worn.  the soft elastic fits your form snugly without constraint and the straps do not slide down.  i liked this so much that i purchased 2 more in different colors.,210
0,"i bought this for my sons 15th birthday. he loves it and has a lot of fun. it flies very high for a toy and the camera is awesome. you download the app and use as the control screen. very easy to lose, its white.",212
1,"many a yoga class has a bunch of guys and they all need to make a change.  i've seen some people complain about the ""creepy"" part of the belt, but it's okay.  it's a thin elastic fabric.  this is a great belt for the money.  i have a few other belts i'd recommend to anyone who needs a belt that will last a long time.  i do think that the compression may be a little more comfortable for some people, but i don't think so.  i'm a big guy, so i usually wear a medium, and a large, and they all have a lot of compression.  i wear a medium, and this belt does a good job of keeping my waist in line with my body.  i was able to find some great ones that i didn",658
0,"i love cynthia rylant's ""cat heaven"" so i ordered this book for my 7 year old grandson, taylor.  i started reading it and couldn't put it down! (guess i'll order an extra copy to keep for myself.)  each chapter deals with a 'miracle' that happens at the van gogh cafe which is run by marc and his daughter.  very uplifting, life-affirming and magical.  i highly recommend this book for adults who want to remember the limitless joys of childhood.",446
0,"i bought it for ny pregnancy photo shoot.
pros:
beautiful color (bought red one)
very good material
the flow of the dress is really nice!
looks fabulous
perfect fit!

cons:
absolutely nothing!

value for money.",210
0,minus one star for the strong yuck smell! another star cause they are definitely not leather,92
0,"works well... records games... but if you are looking to use it for recording anything else through your xbox, it won't work. its just game play, not netflix or tv.",164
1,"my moms loved it, and it was a very fun game.  my 2 year old has a",66
1,"ok let me just start by saying i am very pleased with this product.  i have ordered a couple of pairs and they are all very good.  i wear them often and they are comfortable.  i highly recommend this product.i ordered the size i usually wear and they fit perfectly. they are a little tight around the knees but they are very comfortable. i've had them for about a year now and i love them.great fit, great price.this is a great wallet for the price. it's very light weight, and the wallet is very well made.

the only thing i would say is that the straps are not too long. i would recommend ordering a size up.i'm 5'4"" and 140lbs, and ordered a medium for my nephew. he has a medium chest, but it's not as long as a large. we had to go up a size because the waistband is very short. i ordered the medium because i normally wear a small and it fits well.

the material is soft and it's comfortable to wear. the material is very soft, very comfy, and the size fits well. i can't say enough good things about this product.i have been wearing these for years.  they are great for running.  the material is soft and breathable and they",1130
1,"the price is right, the material is nice and soft. i will keep this bag in my collection.i bought this for my son, he loves it! he wears it often and it's comfortable. i ordered the xs size, it is a little bigger than i expected but not too tight. it's a good product and i'm very happy with it.i've had this bag for a few years now and it seems to be holding up well. it's very comfortable, looks great, is",407
1,"i enjoy going to the theater. the movie is a good one. if you are a fan of the two main characters, you will love this movie.i think this is a great movie. it is based on a true story, and it is a very good movie. the acting is great. the storyline is good and it has a great feel to it. i wish i could have seen the ending. i have watched the movie many times",360
0,the top looks awfull unless you have big boobs. the bottoms run small. couldnt even wear this.,94
0,"damien and nikki are happily married and living life in domestic bliss. or, at least they are until some unnamed, faceless person decides to play with nikki and damien again, by emailing them pictures of damien in the throes of passion with someone else. but this nameless, faceless faction doesn't stop there. this person then moves on to sending jamie, nikki's best friend, a video of her in the throes with her former neighbor douglas, who, unbeknownst to all his many conquests, films their sexual escapades on his laptop. clearly, his video bank had been breeched, because, as it has been stated many times, douglas wouldn't be able to hack his way out of a paper bag, even with directions.
but this huge annoyance (which isn't solved, btw, which leads me to believe that there will be more damien and nikki), is overshadowed by the true heart of the story. valentines day. ms. kenner certainly has a way with writing romance, and i can only hope that my first valentines day as a married woman with a man who owns pretty much the entire world is as romantic as nikki's was with damien.
their celebration starts a few days early with a scavenger hunt, taking nikki back to all of the places she and damien have been to and loved in the past. the end result is a three day weekend at a private resort in the bahamas, before coming back home to a few more surprises.
despite having a few guesses as to who is behind this blackmail scheme, this was a very, very romantic book. heavy on the between the sheets (or lounge chair) action.
we also got to, briefly, meet jackson steele, who is the first character in the stark universe series, which is coming out spring of 2015.
overall, another wonderful chapter to the nikki and damien story.",1741
1,wow - this is definately a movie you want to watch - it's one of the best movies ever made.i had to watch this movie to get the full story.  i enjoyed it.i had no idea that this film would,188
1,"i don't even know where to start, but i just know it's going to be a great read. great job!i liked this book but the writing was a bit slow. the story was a little rushed. i'm not sure why. i really enjoyed this book. the characters were strong and likable. i found it difficult to connect with the characters at first. i will read more from this author. i really enjoyed this book. i like a good quick read. i read this book in one sitting, and i absolutely loved it! i was so excited to read this story. the characters were real, and the story flowed perfectly. i could not put it down. i found myself rooting for the heroine to get out of her shell and find a new life. i loved the way the story ended, and i look forward to reading more from this author. this is the first book i have read from this author, and it is good, but not for the faint of heart. there are some grammatical errors, but it's not a terrible book. the main character was very likable, and the story flowed well. the book is well written, and the characters are likable. i would recommend it to anyone who likes a great romance novel. i really enjoyed reading this book. it was well-written and had some interesting twists. it was well-paced and kept you wanting more. i also liked the way the story progressed. it was well-written and was enjoyable. i enjoyed this book.",1347
1,"ok if you got the old ones, you'd have to purchase a new one.very nice.i bought this for a friend, and he is a big fan.  i used it to make a little makeshift fire starter in our house.  he liked it so much that he bought one for him.  he will probably use it for a lot of things.  it is very easy to set up and use.  the kit includes a little bit of",349
1,"these are a bit expensive, but they are the best. i will keep them for the next couple of years.i had a similar model before and used the",137
0,this is for a 94 year old man. it is easy for him to slip into and he said they are comfortable.,96
1,my 2-year old loved this toy. the pieces are sturdy and the pieces fit well in the container.i bought this for my son for christmas and he absolutely loves it,158
1,nicely made.  great for keeping an open space on a shelf.  very well made.,74
1,"having always used a saw, this saw is very comfortable and smooth. the blade is strong and the finish is smooth. the blade is solid and sharp, and the saw is very reliable.

the blade is in good shape, and it is well made. i would recommend this saw to a friend.

i did get a free item for review purposes.these are great. i just installed them with the wire stripper and they work great. it's very easy to install and works great. i'm going to order another set",462
1,horrible product quality and very nice quality.  great quality for the price!  i would recommend,96
1,"after i finished with know your enemy, i knew i was in for a treat!

while i enjoyed the story, i found myself drawn in to the characters' personalities and their struggles with family and loss. i'm a bit disappointed with the ending, as it left me with a strong feeling that i was going to get a good read from this author. i'm sure there will be more to come from the author and i will be hoping that she keeps this one coming!i really enjoyed this book, and i will definitely read more of it. i read it several times, and am still reading it, because it has such a great plot. i'll be reading more of the series, and i hope to see some more of the characters. i loved the way the characters were portrayed, and i hope that there will be more of them in this series. i enjoyed the story, and i thought the author did a good job of setting the mood of the story. i look forward to seeing what happens next. i love this book! i love the characters! it's always fun to read about the lives of the characters. this book is my favorite of the series, and i'm glad i picked it up. i don't know why it didn't get better, but it was well written and i really enjoyed it.",1164
0,such an easy way to make baked potatoes!  i love this and use it regularly.,75
0,"love it, i keep it in my camping bag, it's really a good hatchet, good balance, good handle feel, holding an edge well so far.",126
0,"the bag is exactly as the photo shows. it is enough to hold a few items for swimming (not the towel) as a backpack or for school (not too many items). it is nice but a little overpriced in my opinion, but being adidas, it is to be expected.",240
1,"very moving movie great acting, an entertaining story, and a great plot.  i recommend it.",89
0,"i am technologically challenged and need my son's help to do most everything electronics related. i bought this switch with the idea that if i could not make it work i would ask my son for help. i have a tv with only two hdmi ports and needed to connect it to a dvd and a roku as well as my cable modem. guess what! by following the advice in other reviews, i have a working setup. i still don't understand what the 5v charger input is supposed to do or why the ""select"" button doesn't select. also, i don't need to use the remote control (i already have a handful of remotes and don't want to juggle another). it seemed to take forever to get the switcher, but considering the price and the utility of the thing, i am a happy buyer.",733
0,enjoyed parts of the book but needs to have better editing and your characters needed better development. hence the three stars.,128
1,"this book contains 3 short stories. the story is about two men who are just starting to find their way back into the lives of a couple and then have to figure out who is going to go after them. it was good to get a little more background and see some of the thoughts going on. the author does a great job of explaining the different types of love and how each person will make decisions based on what they feel is right for them. i like that the author does not have to go into detail about each person, but rather does a little more about them. i was very interested in this book and thought it was a very good read.i read this book in one sitting and i loved it.  i don't know if i would recommend it to others",712
1,"first off, i'm a long-time fan of the wide-angle model.  this is the first one i've owned.  the front sight is very clear, and the rear sight is pretty straight.  i can see in the picture, that it's going to be a bit short for the long-sleeve version, but it will be pretty close.  i haven't really tried it out on a bike yet, but i think it's going to be a good compromise for me.  i haven't shot a lot of bikes, but i'm not sure how long it'll hold up.  i'll update this review if i find it helpful.

update:  i've had this for about a month now.  it's bright and bright enough to see my neighbors.  i also don't have to worry about the metal going up.  it's just not on the low end of the range.  i've used this for about a month now and it's holding up great.

update 2/13/15:  i've tried it on a dirt bike and it's very bright, and i haven't had a problem with it.  it's not a deal breaker, but if you're running on dirt it's not a deal breaker either",956
0,does not stick well at all. had to add extra glue,49
0,"this is a super cute 8gb frog shaped usb flash drive. words cannot express how cute this thing is!!! it also comes with a little keychain type hook, so you can connect it to your keys or a lanyard. this is: compatible with windows 7, windows xp, windows vista, mac os 10+ and linux; hi-speed usb 2.0 port required for high speed transfer. i think this is a great deal for how much gbs you get! the only complaint i have is that it did not fit in my xbox. my spouse wanted to use it for extra storage for the xbox gaming system. because of the frog body, it would not fit in the console. it does fit in my desktop though, so im sure ill get use out of it for work or home storing photos etc. i purchased this product at a discount for me to test and review. i am not affiliated with this company and make no promises of a good rating while reviewing the product. i test the product thoroughly and do my best to provide detailed reviews to other amazon customers so they may make informed decisions.",997
0,"i purchased a fixed blade boker, and the seller sent me this by mistake. so consider this a review by a disinterested 3rd party who saw and handled it before returning it for a refund.
unless a menacing look to a knife is all you are after, i find little else that this knife would offer. the knife is very tight and hard to deploy one- handed. the blade itself seems very cheap. part of that is due to the fact that this knife has a chisel grind, (ground only on one side. the back side of the knife in the photo is just flat steel. no grind at all to produce an edge). one sided grind lowers production costs. throw in the fact that 2/3 of the blade edge is curved, so you will need a curved whetstone to sharpen the blade, and you end up with get a knife that is unlikely to hold an edge long and that is difficult to maintain. i have 1 boker knife (arbolito) and am purchasing another, so i like their quality. boker plus is a low end brand for boker with this boker plus knife is being made taiwan. speaking for this particular knife, i am very unimpressed. my 21 yo son had a similar opinion when i showed it to him. personally, i have other folding knives that are 1/2 the cost and 10 times better imo.",1209
1,"not very well documented.  not an easy case to break.

the only reason i gave it",80
0,awesomen for a keltec ksg they feel and look sturdy and don't have some tacky emblem on them. proper height for a comfortable cheek weld. way better than any polymer sights you can pick up.,189
1,"this light claims to have a dimmable strobe setting but it's not really a dimmable strobe. the light is bright, but",115
1,"ben morgan has some shocking revelations to make you feel. i will admit that i was a bit nervous about this book. the first part was a bit confusing and the rest was okay. the story was well written and kept me engaged. the characters are well developed and the storyline is full of action. i really liked the characters and i can't wait to see what happens next!i received a free copy of this book from the author for my honest review.

this book was very interesting to me. it is the first book i've read by this author, and i was very interested in it. it is definitely a book that you don't want to miss!

i had some problems with the writing, but i really enjoyed it. it was a good story with a good ending.i received this book as an arc for an honest review.

my rating: 4.5 stars

i loved this book. it had some great characters. i loved the interaction between the main",877
1,these are great. i bought this for my husband and he loved it. he loves the way the front is so adjustable. the front is a bit loose around,139
0,"if you need a basic no frills stereo receiver, this is the way to go.  as a bonus it has a phono input for a turntable.  the sherwood sounds at least as good as my sony str-dg720 in stereo mode and is probably more powerful.  i use this receiver with an hdtv, cd changer, and turntable.

i purchased a second sherwood rx-4109 for about $90 with tax from electronics expo a couple of months ago.  i notice a very quiet hum from the speakers when the receiver is powered up and no signal is sent.  once i press play on the cd player the hum disappears and can only be heard at extreme low volume.  it does not bother me as this is not my primary listening system.  the first receiver from sherwood i purchased probably does the same thing, i just newer noticed.  does not change my opinion of the product because of the price, power, and excellent am/fm tuner.",858
1,very different and well made.  the pieces are sturdy and will stand up to the abuse of,86
1,"the knife comes very sharp and has a nice feel. i will keep this knife in my collection.i bought this for a friend, and he is a big fan",135
1,a really good book! you will not be disappointed!i loved this book!  i was just blown,85
1,"this target is excellent. the target is wide and comfortable. the rifle is well built and the finish is top notch. the scope is clear, and the cover is strong and thick. i would highly recommend this scope. i use this as a hiking buddy. he is always a bit cold so i can't get him to be too warm.",295
0,my adult children are so messy this guard has definitely worked.  i helps to keep all that bacon grease at bay.,111
1,i purchased this for my son's 3rd birthday. he loves it! he loves to throw it around and it seems to be a great size for him. he can take it around the,151
0,may daughter wanted some holiday style lighting to decorate her dorm room at college.  but she didn't want that typical holiday light.  these look so cute in her dorm room.  she is thrilled with them.  happy with the purchase.  and three months later they seem to be fine with no bulbs out.,290
1,"this cover has been great.  i love the feel and fit of it, and the screen is very bright.  i've also liked the fact that the plastic cover slides off easily,",157
1,"precise and palpable details present the real problems with the third book in the series. i was not expecting such an interesting story, but i was intrigued by the beginning of the story and the end. the book is not in the same league as the first book and is still very good. i highly recommend this book to anyone who enjoys historical fiction. i have been reading the series since the first one was released, and i love the characters and their story. i loved the way the story went about getting the books back on the market. i liked the fact that it was not just a series and it was written in a different style, but it was also a great read. i am a big fan of ms. king, and i hope she continues to write better. i also like the fact that the story is told from the perspective of the characters and their lives. i think this is one of the best series i have read in a long time.",884
0,"ruthie knox is a new to me author. about last night put her on my must buy list. the characters are realistic with flaws for both cath and nev that makes your heart ache for them on their journey for their hea (happily ever after).

cath comes from a hard life where she regrets choices she made. she doesn't feel worthy of nev. she puts limitations on their relationship to keep from making the same mistakes. gradually, the limitations change as cath changes.

nev has his own struggles with family and career choice. he goes along with cath's limitations because he wants to breakdown the walls around her heart. however, for them to find their hea, nev also makes changes to merge together the two sides of his character (who he is and who his family wants him to be).

this combination of character struggles and development makes for a great read that had me turning the pages eager to see what would happen next and how they would overcome it all for hea.

the book is set in england. ms. knox did a great job of writing nev true to his background with english terms and sayings that added to the story and character.

i recommend this book to any reader looking for a great contemporary romance that will tug at your heart and make you smile.",1250
1,"these bones are great, better than the ones you'd buy for a puppy that just doesn't care for them.my dogs love this food.  my dog eats it in a very large bowl.  i mix it in with a fresh dog food.  this is a great way to keep your dog's digestive system healthy and",264
0,"having watched rai's montalbano television series (with luca zingaretti's outstanding performances as the eccentric inspector), i was expecting to find the novels familiar and boring. not at all, not in the least. the tv series excel in giving us the visual feel of the exteriors: the superb cast of delightful characters; and the beauty of camilleri's fictional town of ""vigta"" in the fictional district of ""montelusa"" (actually the sicilian city of ragusa, italy, and surrounding towns). the novels give us what tv cannot, the interiors, the feelings and cogitations of the uniquely unpredictable montalbano and the reactions of those around him. as montalbano's faithful (and unusually astute) detective, fazio, says to himself in ""the snack thief,"" his boss didn't become insane, he was insane from birth. the novels reinforce tv's visual charm and delicious performances with the ""insides"" of the plots, people, and places. in many ways, ""voice of the violin"" is the most noir of the series--plot and counter-plot turn the unraveling into a delicious concerto of criminality. one can hear the gears and the arpeggios whirling about in salvo brain. camilleri's novels are such a delight to read, i imagine montalbano's police force colleagues, friends and lovers, even his opponents (criminal and bureaucratic), who lived the plots with him, would enjoy these books. and montalbano? he'd read the novels and then ask camilleri, half-serious, half-mocking, ""so, why are you always busting my balls?""",1502
1,you will keep thinking about what happens next.  i've read a lot of books by the author and this one,100
1,i saved almost $100 by buying a whole bunch of these shoes.  these are the only ones i can wear.  the only thing i can say is that if you are looking for a comfortable,167
1,"wish there was a 3rd book, but it just wasn't as good as the first one.i read this book in the last few days and have enjoyed it. the characters are well written and well developed. i would like to read more from this author.it was a good read and a fast read. i will read more by this author.i love the idea of the story and the characters.  i love the way the author created the characters.  i love how the author wrote the description of the scene.  i liked the way",468
0,"ordered these from amazon but there was problem with 1-day shipping. ended up getting them from peter glenn, as i needed them in time for a trip. but after experiencing them, i just had to come leave a review. i mostly wear merino wool dress socks, as my wardrobe is primarily comprised of suits. however, when i do wear sneakers, i solely wear viscose socks made from bamboo, which has a softness similar to or surpassing cashmere socks (depending on the brand), and have become quite spoiled by them. i was looking for a nice pair of bamboo no-show socks, and i encountered this brand on amazon. eye-brow raised, because it had the best of both worlds in the composition (merino wool + bamboo). so i ordered the ultra-light version, and was surprisingly disappointed because that version was abrasive / scratchy; not soft at all. but there were so many great reviews on these socks, and i noticed there was a thicker version (ultra-light versus light cushion), so i decided to experiment and give them a try as i thought the thicker version might be softer. well, i'm glad that i did, because these socks feel great. the feel is very comparable to cariloha bamboo socks, which is the best pure bamboo viscose brand i've encountered and i've tried tonnes of brands. i'm glad that i tried this brand as cariloha socks although there is a low cut version, they are not compression socks. feetures! has the cashmere range level of softness, with the compressive benefits making it the all around best sports sock i've tried. i highly recommend it. my only complaints are that, first the socks are not truly ""no-show"" socks. it's very easy to see the socks, but i like that it doesn't cover my ankles. the other thing is the branding. i would've prefered more subtle branding, perhaps only a symbol / logo, but that's a personal style thing. it does not inhibit nor take away from the experience of the sock.",1905
1,"this was my first book by an author i'd read before reading this one, and i'm glad i did.  the book is a bit long, but it's a very enjoyable read.i had no idea that this book would be one of the most popular books in the world.  i found it to be the most entertaining, and i loved it.  it has all the potential to be a fantastic read, and",338
0,"what to say, they are the bulbs i use as vanity lights, give good clear light, which for my eyes is super.",106
1,"i don't understand why so many of the reviewers complain about the lack of information on the movie, but i think it's because the story is so complex, and the actors are so well developed. the movie is so well written, it's one of the most",239
1,"i only use sandisk cards, not the sdhc cards i need.

the only downside is that the card is a bit pricey",104
1,"i am looking for audio books to explain the various events of the book, and i am looking for a book that explains the different parts of the book, and the significance of the event.",181
0,"we have been offshore sailors for many years.  we could not even finish watching this movie that was obviously written by, directed by, and acted by non-sailors.  our frustration came from watching a completely ill prepared bumbling fool try to deal with critical emergencies in slow motion.  after the initial problem the rest of the troubles were created by the character through mistakes and inaction.  because he even played this role i have lost a little more respect for robert redford.",492
1,these clamps worked extremely well and have kept the tools in good working order for a very long time. i bought this to replace the schlage 32-60-8-4 4-inch saws that i had in the past. i have had several of these saws for years and have used them with great success. i had to replace one with a schlage saw because i had a problem with the wire holding it in place. i ended up returning the saw to the manufacturer for replacement. the new saws are much better and the wire holding them in place is much more secure.,517
1,"remember this is an inexpensive starter set, and it is a great starter set for the kids.  it is not the best starter set out there, but if you are a fan of the movies, this is a good starter set.i bought this as a gift for my daughter for christmas and she loves it!  i did have to write a review on it since it has already been played with quite a bit and i can't tell you how many times i have been able to play with it without having to put the pieces together.  i'm not sure how she is going to learn to play with it, but it does seem to be working well.",558
0,"this is a wonderful product!  i have one of these for both of my bikes and love that you can regulate the air entering the tire with the little turn control. i have had my first one for many years and it just works! bought the second for my new bike that i use for commuting.  the leather piece keeps my hands from getting cold too. it is small, portable and i think the best co2 inflator on the market. i recommend it to all my cycling friends.",445
1,good and left me open to an amazing story.  i will definitely be reading the next one.,86
1,"perfect for creative and descriptive reading. the characters are well developed and believable, and the plot is well plotted",124
0,"a most inspirational and fascinating journey through time. i received agincourt as a gift and looked forward to reminding myself of my favorite shakespeare henry v quotes:  for instance on receiving tennis balls from the dauphin of france, an unfunny french joke, henry v said ""his jest will savour but of shallow wit, when thousands more weep than did laugh at it,"" or the classic rabble rouser before the battle ""for he today that sheds blood with me shall be my brother;  be he ne'er so vile. ""  barker strips the theatre from history. her account is a fascinating exploration into the ambiguous political circumstances, the chivalry, the gruesome common sense strategy of war and above all the extraordinary courage and single-minded determination of one man. anyone facing the toughest challenges, against insurmountable odds, should read agincourt!  and when it gets tough ""remember king harry.",900
0,"this wasn't the best robin cook i've ever read, it wasn't even the best robin cook with jack and laurie as main characters.  but it did keep me flipping the pages to get to the climax.  unfortunately the ending seemed a bit contrived and the non-new york characters were poorly developed.  i didn't notice so much with the characters from the medical examiner's office in new york because most of them have been in other cook novels i've read.
still and all the premise of the book was enough to keep me reading.  i was not totally comfortable with transgenic technology before i read the book, now i'm even less comfortable.",625
0,"not bad for a 1955 movie. who is ""good"" and who is ""bad""? an adventure in the jungle that changes some personalities and ends with some surprising survivors.",157
0,"this is a great beanie.

pro: warm, soft, fit very snug (i have a larger head), nice and bright without reflecting.

con: absorbs any/all precipitation. once i waterproof it with some spray i'll update after
the next large snow.",228
0,love love this belt!! instantly my favorite one. perfect fit (cut to size) and adjustable every pair of pants.,110
0,"i'm wearing it coz it keeps me warm. i usually wear xl for outer wears but this xl is rather large and i had to dart the sweater to fit me. now, it's fine for me and this is the sweater i grab for daily coz it keeps me warm and snuggly. the quality is good and the packaging is ok.",281
1,"i was happy to get this set, as it is a great deal for a purchase.",66
0,"my plans for this card included testing it using an expresscard 34 card reader installed in my older macbook pro and using it for the dvr function in a stand-alone surveillance camera. well, the laptop died and the surveillance cam uses a micro-sd card.

i decided to try something completely different. i bought a sony mrw-f3 card reader, which is specifically compatible with sd hc and sd xc cards. i then plugged the reader and card into my desktop mac. using disk utility, i reformatted the card as a bootable mac osx drive. i then installed mac osx 10.6 (snow leopard) on the card and ran software update until the installation was current (10.6.8). the desktop machine was booting from the card after the initial install. i copied some diagnostic software from my hard drive and did any setup needed for that software.

what i ended up with is a bootable external drive with diagnostic software. it is recognized as a startup volume by both the startup disk system preference and choose boot volume (option key) at startup. the computer boots quickly from the sd card and i did not find any issues running it from the card. the installation of the os and diagnostic software uses a little more than half of the 16gb capacity. unfortunately, this did not help my defunct laptop, which does not recognize any kind of drive, internal or external. on the other hand, i now have a quick, easy method of running maintenance routines and diagnostics on the boot drives of my two desktop macs and any other mac that can boot into os 10.6.

this is not how this card is typically used, but i wanted a challenging situation for the card and turning it into a boot drive seemed to fit the bill. the card is fast and reliable in this unconventional application.",1755
1,love matt damen in this film. the movie is a good one. if you are a fan of the two main,87
1,"never read lrh before, for some reason i thought it was too preachy and predictable. i'm glad i read it. the book is worth the read, if you're a fan of the tv show. it's a good read, and one i would recommend to anyone. great book with great characters. i liked the book and will reread it again.",296
1,tip - put it together and assemble the pieces.  i will keep this for the next couple of months,94
0,"this was a gentle, romantic western. the main story includes two couples, one younger and one slightly older. the older couple have known each other for a while and their relationship develops into love. the young couple meet at the beginning of the book and slowly get to know each other and then fall in love. each relationship must deal with the fact that the men believe in spanking their woman for any misbehaviour. there is also a great mystery that's weaved throughout the book. it's a very believable story and another winner from misty malone!",552
0,lots of bouncing going every which way so dog has fun chasing it .,66
1,"i've ordered this item twice, and it arrived on time. i will be purchasing more in other colors.i bought this for my son, and he is very happy with the purchase.  the color is beautiful and the material is very thin.  he is very happy with the purchase.  we have 2 pairs of these shoes and they are very comfortable and well made.these shoes fit perfect! my",357
1,"as my first time reading this book, i was intrigued by the plot, the characters, the historical background and the historical setting.",134
0,"i so wanted to like this tv.  the first one we ordered came damaged but amazon true to form had the damaged one picked up and a new set in our greedy little hands in under three days.  but why the one star?  well, the set would turn on without any reason.  it wasn't a problem with other remotes or neighbors remotes, for we live in the country.  had problems getting to customer service but when we did get them tech was nice and very helpful.  he had me do a hard reset.  it worked....until six hours later and it went back to turning on by itself.  i really wanted this set but in the end it was too much of a hassle.  i read many reviews and chose it for cost and star ratings.  we must have gotten one of the few lemons.  i would only recommend this set if you are buying from amazon as they were great with return.",820
0,my team has enjoyed using this in our training sessions,55
1,"this book had you guessing what was going to happen next.

the story starts out with liam and sofia. the two of them have been through a lot in their",149
0,"excellent and compact, charges my iphone and ipad on the go. great for college students too!",92
1,"stove is a good value, has the wide opening for a full sized bottle, and the one-piece construction.  the plastic bottle holders are designed to be easily removed from the bottle holder.  i have not had a problem with this one.  i use it for hiking and also for a 2 day camping trip.  i have had no issues with it since i first got it.  it does hold its shape well and is easy to clean with a wipe cloth.  the material is soft, durable, and seems sturdy.  i am not sure how long it will",486
0,"i have read this series a number of times. glad to see more and more of them coming into kindle format.  great reads, incredible character development.",151
1,my grandson loves this garbage truck. the pieces are sturdy and it comes with a variety of toys.,96
0,"my wife loves this movie, and the dvd came in perfect working order. she has a number of beverly lewis' things.",111
0,sight tool was well made but needed some padding to not allow the direct contact with pistol slide.  it allowed the slide go get scuffed.,137
1,"worked great to start.  we have the wide wooden boards that came with the kit.  we use them all the time and i am happy with the results.  i would definitely recommend this product.  it is a good value.i use this as a battery replacement.  the battery is a bit smaller than i expected and it is very heavy.  i think this is the perfect size to carry around with me when i am camping.  i like that i can carry around with me when i am not camping, so i don't have to worry about pulling up to the front door or slamming it shut.  also, the battery is very bright.  it is bright enough to see through wood and to see through glass.  it is bright enough to see through even a dimmer switch.  i have used this for a while now and i will be buying more.  i recommend this to anyone that",781
0,"not that i talk on the phone in the shower. my phone is loud enough, but this thing is pretty cool. i bought this from when my bf calls for when he is walking home from work and i happen to be in the shower. i have a specific ring for his call, so i know when to answer it. just in case he ask if we are out of onions for whatever he wants to cook or i have to cook for that evening.",383
1,"this is a fantastic sds, an easy to use and efficient way to turn a small piece of wood into an industrial-strength piece of wood. the basic design of this is very simple and straightforward.",191
1,"i use this flash on my canon 55d and it works great.

the only downside is that it's very small.

i bought the trs-80a as a replacement for my older nikon 55d which has a lot more features and features.

the trs-80a is a great option for a beginner to advanced photographer who needs to take great pictures and videos.

if you're looking for a good compact flash that",367
0,"i bought this for my daughter, who is eight years old and interested in robotics. it took about an hour for her to put it together, and she was so proud of her robot when she was done. i liked that it was easy enough for her to build by herself, though she did need a bit of adult assistance to tighten some of the screws. the robot is very cute and it works perfectly. i have since bought her a few other 4m robots as christmas gifts (which she has not opened yet) because she had so much fun building this one.",512
1,"fits true to size and looks great.  it is a little snug for my small size,",74
0,"ordered the same size of the same brand shirt that i already own, and this one is definitely bigger, but still nice a shirt.",124
0,"good buy. cute case. it fit my ipad mini 4 with a case just barely, so i'm satisfied.",85
1,"did about a full week, it was still very comfortable.

the only reason i gave it four stars is that it's a bit small, but if you're a lot smaller than that, it's not really a problem. if you're going to use it for a lot of things, it's a good size for them.

i'm very happy with this purchase. i just wish there was a way to go by the size of the cord when opening the bag, it's a little too small for my small hands. i'm not sure how long it would hold up to it's use. i haven't used it at all. i'm not sure how long it would hold up to the use of my large hands. i don't know if i'll be able to find a way to fit it in my bag. i haven't tried it. i'm really happy with this purchase.i have two of these. one is a little smaller than i expected, and the other is bigger.

i'm very happy with the product. i would highly recommend this product.great, very strong, and i like that it holds a lot of items.  i have a ton of things to keep on hand and it is a little big for my needs.  it will hold a lot of stuff and is well made.  i bought it for my mom, who is very allergic",1074
1,"america's war on drugs is a real and dangerous problem.  the u.s. has one of the worst drug wars in the world.  the american drug war is a real and dangerous problem.  the u.s. drug war is a real and dangerous problem.

drugs are a major problem in the u.s. today.  in the u.s. there is a problem with drugs.  the drug war is a real and dangerous problem.  the drug war is a real and dangerous problem.  the drug war is a real and",430
0,"it's cute. it snows when you shake it, and it plays ""let it snow"" when you wind it up. in short, it does what snow globe is supposed to do. oh and the owl is rather realistic looking.",183
0,"scathing, dark, and raucous, ""let's pretend this never happened"" is easily my favorite in a long time.  imaging neil gaiman and stephen colbert narrating your (mostly true) life story, and you'll see the brilliance of lawson's work.  sometimes it's quick-turn-around funny and other times is a wandering journey without a word wasted.  definitely worth the read.",362
1,this engine is linked to a transmitter and an external controller. the transmitter is connected to the receiver and the transmitter is connected to a transmitter and the transmitter is connected to the receiver.,211
1,"stop those loud shuffling sounds that will make you feel like you're listening to a loud music source.

i had a friend who said that his tv was """,145
0,"we were amazed how fast we got back our results. the vet thought our dog was schnauzer/wheaten terrier, but he wasn't. he is schnauzer/poodle!  now we know what health risks to watch for.",187
